Algorithm: GA
Instance: 3dBPP_2
Generations: 100
Number of bins used: 2
Number of items packed: 51
Final fitness: 2.6676851192129627

============================================================
Detailed Packing Solution:
============================================================

  id    bin-loc    orientation    x    y    z    x'    y'    z'    weight
----  ---------  -------------  ---  ---  ---  ----  ----  ----  --------
  49          1              1    0    0    0   340   545   228        50
   0          1              4  340    0    0   167   161   127        20
  28          1              6  507    0    0   133   413   161        20
   6          1              1  640    0    0   193   286   286        37
  17          1              1  833    0    0   214   341   249        20
  26          1              4  507  413    0   413   133   161        20
  34          1              6  1047    0    0   121   479   307        20
  18          1              3    0  545    0   341   214   249        20
  21          1              6  507  546    0   396   348   220        48
  11          1              3  903  546    0   286   250    97        20
  45          1              4  507  894    0   545   228   340        50
  24          1              3    0  759    0   413   161   133        20
  15          1              5    0  920    0   249   214   341        20
  31          1              2    0  759  133   302   101   439        20
  12          1              6  340  161    0    97   286   250        20
   7          1              1  903  546   97   193   286   286        37
  29          1              1    0    0  228   302   439   101        20
  19          1              5  507  546  220   396   220   348        48
  10          1              4  507  413  161   286    97   250        20
  44          1              4    0    0  329   545   228   340        50
  23          1              1  640    0  286   220   348   396        48
  27          1              1  302  759  133   161   413   133        20
   2          1              4    0  228  329   286   286   193        37
   9          1              1  507  894  340   250   286    97        20
  38          1              2    0  545  249   353   209   481        50
  41          1              5  903  546  383   209   353   481        50
  35          1              1  507  546  568   353   481   209        50
  16          1              4    0  920  341   341   249   214        20
   1          1              3  903  899  383   286   193   286        37
  48          1              1    0    0  669   340   545   228        50
  32          1              2  507  413  411   307   121   479        20
   5          2              3    0    0    0   286   193   286        37
  33          2              3  286    0    0   479   307   121        20
   3          2              3  765    0    0   286   193   286        37
  37          2              6    0  193    0   209   481   353        50
  25          2              4  765  193    0   413   133   161        20
  42          2              1  286  307    0   353   481   209        50
  22          2              6  765  326    0   396   348   220        48
  20          2              4  765  674    0   348   396   220        48
  39          2              3    0  193  353   481   353   209        50
  13          2              4    0  674    0   286    97   250        20
  50          2              4    0  674  250   545   228   340        50
  46          2              6  765  326  220   228   545   340        50
  30          2              1  765  326  560   302   439   101        20
  36          2              3    0  193  562   481   353   209        50
  14          2              6  639  307    0    97   286   250        20
  47          2              1  765  326  661   340   545   228        50
  43          2              5  545  674  250   209   353   481        50
   4          2              3  286    0  121   286   193   286        37
  40          2              1    0  674  590   353   481   209        50
   8          2              1  572    0  121   193   286   286        37
