Algorithm: ES
Instance: 3dBPP_2
Generations: 100
Number of bins used: 2
Number of items packed: 51
Final fitness: 2.6676851192129627

============================================================
Detailed Packing Solution:
============================================================

  id    bin-loc    orientation    x    y    z    x'    y'    z'    weight
----  ---------  -------------  ---  ---  ---  ----  ----  ----  --------
   4          1              3    0    0    0   286   193   286        37
  48          1              3  286    0    0   545   340   228        50
  15          1              6  831    0    0   249   341   214        20
  46          1              5    0  193    0   228   340   545        50
  49          1              3  286  340    0   545   340   228        50
   8          1              4  831  341    0   286   286   193        37
  44          1              3  286  680    0   545   340   228        50
  23          1              1    0  533    0   220   348   396        48
   9          1              3  831  627    0   286   250    97        20
  36          1              6  831  627   97   209   481   353        50
  20          1              4  831    0  214   348   396   220        48
   0          1              6    0  881    0   161   167   127        20
  39          1              6  286    0  228   209   481   353        50
  40          1              2  831  396  214   353   209   481        50
  16          1              5    0  881  127   249   214   341        20
  28          1              1  495    0  228   161   413   133        20
  29          1              5  1040  627   97   101   302   439        20
  42          1              5  495  413  228   209   353   481        50
  50          1              5  495  766  228   228   340   545        50
   5          1              4  495    0  361   286   286   193        37
  14          1              2    0  1095  127   250    97   286        20
  33          1              5  704  413  228   121   307   479        20
  13          1              4    0    0  286   286    97   250        20
   3          1              1  286  481  228   193   286   286        37
  30          1              1  831  396  695   302   439   101        20
  43          1              4    0  881  468   481   209   353        50
  47          1              1  831  396  796   340   545   228        50
  24          2              5    0    0    0   133   161   413        20
   1          2              1  133    0    0   193   286   286        37
  11          2              1  326    0    0   250   286    97        20
  19          2              3  576    0    0   348   220   396        48
  38          2              3  576  220    0   481   353   209        50
  10          2              3  133  286    0   286   250    97        20
  12          2              4  133  536    0   286    97   250        20
  26          2              6    0  161    0   133   413   161        20
  45          2              6  576  573    0   228   545   340        50
  27          2              5  924    0    0   133   161   413        20
  18          2              2  804  573    0   214   249   341        20
  25          2              1  1018  573    0   161   413   133        20
  22          2              3  133  633    0   348   220   396        48
  35          2              1  133    0  286   353   481   209        50
  31          2              4  133  853    0   439   101   302        20
  34          2              4  576  220  209   479   121   307        20
  32          2              3  133  633  396   479   307   121        20
   7          2              4  804  573  341   286   286   193        37
   2          2              3  133  954    0   286   193   286        37
  37          2              5  133    0  495   209   353   481        50
  41          2              3  576  220  516   481   353   209        50
  17          2              5  133  954  286   249   214   341        20
  21          2              1  342    0  495   220   348   396        48
   6          2              1  804  822    0   193   286   286        37
